"zip_code","year","avg.house_price"
"60644","2018",148403.5
"60644","2019",164737.75
"60644","2020",175426.833333333
"60644","2021",210676.5
"60645","2000",182851.083333333
"60645","2001",208478.833333333
"60645","2002",233736
"60645","2003",257803.416666667
"60645","2004",278301.916666667
"60645","2005",309899.333333333
"60645","2006",335787.166666667
"60645","2007",340795.916666667
"60645","2008",318891.666666667
"60645","2009",270087.583333333
"60645","2010",250099.333333333
"60645","2011",221556.5
"60645","2012",216708.25
"60645","2013",232224.416666667
"60645","2014",251121.083333333
"60645","2015",266753.416666667
"60645","2016",285234.583333333
"60645","2017",299762.5
"60645","2018",301477.25
"60645","2019",302895.5
"60645","2020",314380.25
"60645","2021",338746
"60646","2000",289820.25
"60646","2001",320965.416666667
"60646","2002",348877.333333333
"60646","2003",378608.583333333
"60646","2004",411377.916666667
"60646","2005",458279.416666667
"60646","2006",496296.416666667
"60646","2007",495186.333333333
"60646","2008",460359
"60646","2009",390968.583333333
"60646","2010",361620.916666667
"60646","2011",335369
"60646","2012",336792.5
"60646","2013",365528.666666667
"60646","2014",388370.166666667
"60646","2015",394717.416666667
"60646","2016",404392.916666667
"60646","2017",423610.083333333
"60646","2018",422123
"60646","2019",415657.666666667
"60646","2020",421445.75
"60646","2021",454338.583333333
"60647","2000",236584.583333333
"60647","2001",276063.666666667
"60647","2002",305539.833333333
"60647","2003",330661.916666667
"60647","2004",359904
"60647","2005",398383.5
"60647","2006",430360
"60647","2007",435220.75
"60647","2008",419649.833333333
"60647","2009",378378.583333333
"60647","2010",358410.583333333
"60647","2011",330275.75
"60647","2012",314415.916666667
"60647","2013",350425.666666667
"60647","2014",386071.083333333
"60647","2015",405997
"60647","2016",429205.833333333
"60647","2017",443498
"60647","2018",450801.583333333
"60647","2019",450106.75
"60647","2020",465317.75
"60647","2021",497186.166666667
"60649","2000",115855.5
"60649","2001",125972.5
"60649","2002",140307.416666667
"60649","2003",150058.833333333
"60649","2004",162036
"60649","2005",177801.666666667
"60649","2006",198688.5
"60649","2007",211435.25
"60649","2008",200261.833333333
"60649","2009",154386.5
"60649","2010",135045
"60649","2011",116700.416666667
"60649","2012",98049.3333333333
"60649","2013",93289.25
"60649","2014",107225.833333333
"60649","2015",111622.416666667
"60649","2016",124198
"60649","2017",135149.416666667
"60649","2018",136901.416666667
"60649","2019",142881.416666667
"60649","2020",143328.916666667
"60649","2021",171838.916666667
"60651","2000",160468.416666667
"60651","2001",176918.583333333
"60651","2002",193919.5
"60651","2003",204192.5
"60651","2004",228969.5
"60651","2005",260125.833333333
"60651","2006",299475.833333333
"60651","2007",314248.333333333
"60651","2008",292018.583333333
"60651","2009",193110.75
"60651","2010",165284.25
"60651","2011",146694.666666667
"60651","2012",126054.25
"60651","2013",120317.166666667
"60651","2014",132998.916666667
"60651","2015",151069.5
"60651","2016",159989.416666667
"60651","2017",178061
"60651","2018",203817.5
"60651","2019",218447.166666667
"60651","2020",219383.666666667
"60651","2021",247780.833333333
"60652","2000",158445.75
"60652","2001",172117.583333333
"60652","2002",185327.416666667
"60652","2003",200969.833333333
"60652","2004",221068.666666667
"60652","2005",246628.5
"60652","2006",270958.75
"60652","2007",274613.583333333
"60652","2008",254660.333333333
"60652","2009",206454.166666667
"60652","2010",182286.666666667
"60652","2011",160838
"60652","2012",148253.416666667
"60652","2013",151928.5
"60652","2014",160858.666666667
"60652","2015",167647.416666667
"60652","2016",180536.75
"60652","2017",193690.833333333
"60652","2018",197272.083333333
"60652","2019",200178.916666667
"60652","2020",210291
"60652","2021",237624.75
"60653","2000",171755.5
"60653","2001",194758
"60653","2002",201990.583333333
"60653","2003",227743.916666667
"60653","2004",253202.166666667
"60653","2005",290077.666666667
"60653","2006",321527.583333333
"60653","2007",337563.75
